,source,author,title,description,url,urlToImage,publishedAt,content
40,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla misses quarterly revenue estimates on production challenges - Reuters,"Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> on Wednesday reported a rise in quarterly profit, as a string of price increases on its best-selling vehicles helped offset production challenges, sending its shares up …",https://www.reuters.com/business/autos-transportation/tesla-misses-quarterly-revenue-estimates-production-challenges-2022-07-20/,https://www.reuters.com/resizer/btIzkkK2pxfFTXVxJW7NILos72c=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7QBXGVQ3ERPA3OJRZ2T5YYJDCI.jpg,2022-07-20T20:07:00Z,"July 20 (Reuters) - Tesla Inc (TSLA.O) on Wednesday reported a rise in quarterly profit, as a string of price increases on its best-selling vehicles helped offset production challenges, sending its s… [+2014 chars]"
41,"{'id': 'reuters', 'name': 'Reuters'}",,Breakingviews - Tesla investors bet on recovery and fantasy - Reuters,"It walks like a duck, talks like a duck – but is valued like a sentient robo-duck with lasers for eyes. Tesla’s <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a><a href=""https://tesla-cdn.thron.com/static/EIUQEC_2022_Q2_Quarterly…",https://www.reuters.com/breakingviews/tesla-investors-bet-recovery-fantasy-2022-07-20/,https://www.reuters.com/resizer/TDmdYikELX8z4fD7RvVKw8rsds4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LVATOJ6JLFIJHHXQFWY4YHOZ6M.jpg,2022-07-20T21:27:00Z,"NEW YORK, July 20 (Reuters Breakingviews) - It walks like a duck, talks like a duck but is valued like a sentient robo-duck with lasers for eyes. Teslas (TSLA.O)second-quarter earnings bear the scars… [+3169 chars]"
42,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hyundai debuts new EV sedan to take on Tesla - Reuters.com,"Hyundai on Thursday (July 14) launched its first electric sedan, Ioniq 6, which the South Korean automaker is betting will help it grab a bigger share of the electric vehicle (EV) market dominated by Tesla. Flora Bradley-Watson reports.",https://www.reuters.com/video/watch/idRW175214072022RP1,https://static.reuters.com/resources/r/?d=20220714&i=RW175214072022RP1&r=RW175214072022RP1&t=2,2022-07-14T13:49:20Z,"Posted 
Hyundai on Thursday (July 14) launched its first electric sedan, Ioniq 6, which the South Korean automaker is betting will help it grab a bigger share of the electric vehicle (EV) market dom… [+45 chars]"
43,"{'id': 'reuters', 'name': 'Reuters'}",,"Hyundai Motor launches first electric sedan, taking on Tesla - Reuters","Hyundai Motor Co <a href=""https://www.reuters.com/companies/005380.KS"" target=""_blank"">(005380.KS)</a> on Thursday launched its first electric sedan, Ioniq 6, which the South Korean automaker is betting will help it grab a bigger share of the electric vehicle…",https://www.reuters.com/business/autos-transportation/hyundai-motor-launches-first-electric-sedan-taking-tesla-2022-07-14/,https://www.reuters.com/resizer/DkD66uCficPisi3jJ_NetGz84H8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MA2TYMSAURIHLCGQWXHBNPBMUI.jpg,2022-07-14T01:36:00Z,"SEOUL, July 14 (Reuters) - Hyundai Motor Co (005380.KS) on Thursday launched its first electric sedan, Ioniq 6, which the South Korean automaker is betting will help it grab a bigger share of the ele… [+2310 chars]"
44,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla sold 78906 China-made vehicles in May - CPCA - Reuters.com,"U.S. electric vehicle maker Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 78,906 Chinese-made vehicles in June, including 968 for export, the China Passenger Car Association (CPCA) said on Friday.",https://www.reuters.com/business/autos-transportation/tesla-sold-78906-china-made-vehicles-may-cpca-2022-07-08/,https://www.reuters.com/resizer/86pVQ7gNgEPZBUo8OOhocg2TE9U=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/R632R3TYZ5MULKKUAVL54V2JUE.jpg,2022-07-08T08:26:00Z,"SHANGHAI, July 8 (Reuters) - U.S. electric vehicle maker Tesla (TSLA.O) sold 78,906 Chinese-made vehicles in June, including 968 for export, the China Passenger Car Association (CPCA) said on Friday.… [+335 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Tesla profit tops target; Musk sees no demand problem - Reuters.com,"Tesla on Wednesday reported a smaller-than-expected drop in quarterly profit, as a string of price increases on its electric vehicles helped offset production challenges caused by COVID-19 lockdowns in China. Diane To reports.",https://www.reuters.com/video/watch/idOV340321072022RP1,https://static.reuters.com/resources/r/?d=20220721&i=OV340321072022RP1&r=OV340321072022RP1&t=2,2022-07-21T06:46:43Z,"Posted 
Tesla on Wednesday reported a smaller-than-expected drop in quarterly profit, as a string of price increases on its electric vehicles helped offset production challenges caused by COVID-19 l… [+35 chars]"
46,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Tesla's deliveries hurt by China's COVID lockdown - Reuters.com,"Tesla Inc TSLA.O delivered 17.9% fewer electric vehicles in the second quarter from the previous quarter, as China's COVID 19-related shutdown disrupted its production and supply chain.",https://www.reuters.com/video/watch/idsKYx?now=true,https://ajo.prod.reuters.tv/api/v2/img/62c0ae1ee4b09631b0e4a2bb-1656794652872?location=LANDSCAPE,2022-07-02T21:50:17Z,"Posted 
Tesla Inc TSLA.O delivered 17.9% fewer electric vehicles in the second quarter from the previous quarter, as China's COVID 19-related shutdown disrupted its production and supply chain."
47,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Fact Check,Fact Check-Headline of Insider article altered to show fake Musk response to Trump - Reuters,A digitally altered screenshot of an Insider article about former U.S. president Donald Trump and Tesla Inc. CEO Elon Musk is circulating on social media.,https://www.reuters.com/article/factcheck-insider-altered-idUSL1N2YV2AG,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2022-07-14T18:53:00Z,"A digitally altered screenshot of an Insider article about former U.S. president Donald Trump and Tesla Inc. CEO Elon Musk is circulating on social media.
The altered screenshot refers to a message … [+2432 chars]"
48,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla's AI director leaving company after 4-month sabbatical - Reuters,"Andrej Karpathy, director of artificial intelligence at Tesla Inc who has been on a four-month sabbatical, said on Wednesday that he is leaving the company.",https://www.reuters.com/business/autos-transportation/teslas-ai-director-leaving-company-after-4-month-sabbatical-2022-07-13/,https://www.reuters.com/resizer/86pVQ7gNgEPZBUo8OOhocg2TE9U=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/R632R3TYZ5MULKKUAVL54V2JUE.jpg,2022-07-13T21:53:00Z,"San Francisco, July 13 (Reuters) - Andrej Karpathy, director of artificial intelligence at Tesla Inc who has been on a four-month sabbatical, said on Wednesday that he is leaving the company.
""It's … [+484 chars]"
49,"{'id': 'reuters', 'name': 'Reuters'}",,"Tesla closes an office as layoff hits Autopilot jobs, including hourly ones - Reuters","Tesla <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> has shuttered its office in San Mateo, California and laid off roughly 200 employees working on its Autopilot driver-assistant system there, one of the people told Reuters, …",https://www.reuters.com/business/autos-transportation/tesla-closes-an-office-layoff-hits-autopilot-jobs-including-hourly-ones-2022-06-29/,https://www.reuters.com/resizer/72v4EkvxKqrgtCLPwpFXwBC0O8I=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WAY22T4YO5J5FLVWNQB3WPN4NM.jpg,2022-06-29T05:23:00Z,"SAN FRANCISCO, June 28 (Reuters) - Tesla (TSLA.O) has shuttered its office in San Mateo, California and laid off roughly 200 employees working on its Autopilot driver-assistant system there, one of t… [+2365 chars]"
